code,coding_system,description,entity,list_name,upload_date,medcode,CharlsonCategory
761Jy00,Read,other specified operation on gastric ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94104,Peptic ulcer disease
761Jz00,Read,operation on gastric ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,33914,Peptic ulcer disease
7627,Read,operations on duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5928,Peptic ulcer disease
7627000,Read,closure of perforated duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,4741,Peptic ulcer disease
7627100,Read,suture of duodenal ulcer not elsewhere classified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,37268,Peptic ulcer disease
7627y00,Read,other specified operation on duodenal ulcer,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,56005,Peptic ulcer disease
7627z00,Read,operation on duodenal ulcer nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55933,Peptic ulcer disease
7A42000,Read,endarterectomy and patch repair of iliac artery,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,62818,PVD
7A42011,Read,endarterectomy and patch repair of common iliac artery,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36065,PVD
7A42012,Read,iliac endarterectomy and patch,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59602,PVD
7A42100,Read,endarterectomy of iliac artery nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,51211,PVD
7A42111,Read,endarterectomy of common iliac artery nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44430,PVD
7A44000,Read,percutaneous transluminal angioplasty of iliac artery,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,10827,PVD
7A49000,Read,endarterectomy and patch repair of femoral artery,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,28777,PVD
7A49100,Read,endarterectomy and patch repair of popliteal artery,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,52695,PVD
7A49200,Read,endarterectomy of femoral artery nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18816,PVD
7A49300,Read,endarterectomy of popliteal artery nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36136,PVD
7A4B000,Read,percutaneous transluminal angioplasty of femoral artery,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,6356,PVD
7A4B100,Read,percutaneous transluminal angioplasty of popliteal artery,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,29112,PVD
7A56600,Read,percutaneous transluminal placement peripheral stent artery,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96990,PVD
7A61900,Read,ligation of arteriovenous dialysis fistula,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96347,Moderate or severe renal disease
7A61A00,Read,ligation of arteriovenous dialysis graft,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,107719,Moderate or severe renal disease
7B00.00,Read,transplantation of kidney,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2997,Moderate or severe renal disease
7B00000,Read,autotransplant of kidney,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55151,Moderate or severe renal disease
7B00100,Read,transplantation of kidney from live donor,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11745,Moderate or severe renal disease
7B00111,Read,allotransplantation of kidney from live donor,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,66705,Moderate or severe renal disease
7B00200,Read,transplantation of kidney from cadaver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,24361,Moderate or severe renal disease
7B00211,Read,allotransplantation of kidney from cadaver,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98364,Moderate or severe renal disease
7B00212,Read,cadaveric renal transplant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105328,Moderate or severe renal disease
7B00300,Read,allotransplantation of kidney from cadaver; heart-beating,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,89924,Moderate or severe renal disease
7B00400,Read,allotransplantation kidney from cadaver; heart non-beating,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,96133,Moderate or severe renal disease
7B00500,Read,allotransplantation of kidney from cadaver nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,109455,Moderate or severe renal disease
7B00600,Read,xenograft renal transplant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105787,Moderate or severe renal disease
7B00y00,Read,other specified transplantation of kidney,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,70874,Moderate or severe renal disease
7B00z00,Read,transplantation of kidney nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,5504,Moderate or severe renal disease
7B01200,Read,bilateral nephrectomy,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,51039,Moderate or severe renal disease
7B01500,Read,transplant nephrectomy,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48121,Moderate or severe renal disease
7B01511,Read,excision of rejected transplanted kidney,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72004,Moderate or severe renal disease
7B06300,Read,exploration of renal transplant,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,26862,Moderate or severe renal disease
7B0F.00,Read,interventions associated with transplantation of kidney,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,93366,Moderate or severe renal disease
7B0F100,Read,pre-transplantation of kidney work-up; recipient,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,90952,Moderate or severe renal disease
7B0F300,Read,post-transplantation of kidney examination; recipient,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,103429,Moderate or severe renal disease
7B0Fy00,Read,os interventions associated with transplantation of kidney,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104050,Moderate or severe renal disease
7B0Fz00,Read,interventions associated with transplantation of kidney nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104049,Moderate or severe renal disease
7G03J00,Read,Excision of melanoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,8640,"Any tumour, leukaemia, lymphoma"
7G03K00,Read,Excision malignant skin tumour,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18270,"Any tumour, leukaemia, lymphoma"
7G05D00,Read,Excision biopsy of basal cell carcinoma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,93402,"Any tumour, leukaemia, lymphoma"
7L1A.00,Read,compensation for renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31549,Moderate or severe renal disease
7L1A000,Read,renal dialysis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,20073,Moderate or severe renal disease
7L1A011,Read,thomas intravascular shunt for dialysis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,101756,Moderate or severe renal disease
7L1A.11,Read,dialysis for renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11773,Moderate or severe renal disease
7L1A200,Read,haemodialysis nec,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2996,Moderate or severe renal disease
7L1Ay00,Read,other specified compensation for renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,48022,Moderate or severe renal disease
7L1Az00,Read,compensation for renal failure nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,64636,Moderate or severe renal disease
7L1B.00,Read,placement ambulatory apparatus compensation renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,56760,Moderate or severe renal disease
7L1B.11,Read,placement ambulatory dialysis apparatus - compens renal fail,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,36442,Moderate or severe renal disease
7L1By00,Read,placement ambulatory apparatus- compensate renal failure os,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,59194,Moderate or severe renal disease
7L1C.00,Read,placement other apparatus for compensation for renal failure,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,83513,Moderate or severe renal disease
7L1Cy00,Read,placement other apparatus- compensate for renal failure os,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,107901,Moderate or severe renal disease
7L1Cz00,Read,placement other apparatus- compensate for renal failure nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65089,Moderate or severe renal disease
7L1f000,Read,extracorporeal albumin haemodialysis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,102210,Moderate or severe renal disease
7P24200,Read,delivery of rehabilitation for stroke,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,55351,Cerebrovascular disease
889A.00,Read,diab mellit insulin-glucose infus acute myocardial infarct,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,61670,MI
8BC6.00,Read,Cancer treatment started,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,32411,"Any tumour, leukaemia, lymphoma"
8BMW.00,Read,issue of chronic obstructive pulmonary disease rescue pack,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,101042,Chronic pulmonary disease
8CeD.00,Read,preferred place of care for next exacerbation of copd,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,103558,Chronic pulmonary disease
8CMV.00,Read,has chronic obstructive pulmonary disease care plan,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104481,Chronic pulmonary disease
8CMW500,Read,chronic obstructive pulmonary disease care pathway,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105457,Chronic pulmonary disease
8CR1.00,Read,chronic obstructive pulmonary disease clini management plan,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,45777,Chronic pulmonary disease
8H2R.00,Read,admit copd emergency,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,11019,Chronic pulmonary disease
8H2S.00,Read,admit heart failure emergency,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,32898,Congestive heart failure
8HBJ.00,Read,stroke / transient ischaemic attack referral,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,13707,Cerebrovascular disease
8Hd6.00,Read,admission to stroke unit,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105520,Cerebrovascular disease
8Hkw.00,Read,referral to copd community nursing team,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,103758,Chronic pulmonary disease
8HTQ.00,Read,referral to stroke clinic,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18804,Cerebrovascular disease
8IEy.00,Read,chronic obstructive pulmon dis wr self managem plan declined,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,107877,Chronic pulmonary disease
8L50.00,Read,renal transplant planned,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,17253,Moderate or severe renal disease
9e03.00,Read,gp ooh service notified of copd care plan,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104265,Chronic pulmonary disease
9kf0.00,Read,copd patient unsuitable for pulmonary rehab - enh serv admin,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,99948,Chronic pulmonary disease
9kf0.11,Read,copd patient unsuitable for pulmonary rehabilitation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,103864,Chronic pulmonary disease
9kf1.00,Read,refer copd structured smoking assessment - enhanc serv admin,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98284,Chronic pulmonary disease
9kf1.11,Read,referred for copd structured smoking assessment,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,103400,Chronic pulmonary disease
9kf2.00,Read,copd structured smoking assessment declined - enh serv admin,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,98283,Chronic pulmonary disease
9kl..00,Read,hiv pos gen health check serv declind - enhanc service admin,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,105040,HIV/AIDS
9kl..11,Read,hiv positive general health check service declined,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,111971,HIV/AIDS
9m1..00,Read,peripheral vascular disease monitoring invitation,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106224,PVD
9m10.00,Read,peripheral vascular disease monitoring first letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106260,PVD
9m11.00,Read,peripheral vascular disease monitoring second letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106660,PVD
9m12.00,Read,peripheral vascular disease monitoring third letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106855,PVD
9N0p.00,Read,seen in stroke clinic,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,32959,Cerebrovascular disease
9NgP.00,Read,on chronic obstructive pulmonary disease supprtv cre pathway,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104985,Chronic pulmonary disease
9NgP.11,Read,on copd (chr obstruc pulmonary disease) supportv cre pathway,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,104710,Chronic pulmonary disease
9Nk7000,Read,seen in chronic obstructive pulmonary disease clinic,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106637,Chronic pulmonary disease
9Oi..00,Read,chronic obstructive pulmonary disease monitoring admin,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,18792,Chronic pulmonary disease
9Oi0.00,Read,chronic obstructive pulmonary disease monitoring 1st letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,28755,Chronic pulmonary disease
9Oi1.00,Read,chronic obstructive pulmonary disease monitoring 2nd letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34202,Chronic pulmonary disease
9Oi2.00,Read,chronic obstructive pulmonary disease monitoring 3rd letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34215,Chronic pulmonary disease
9Oi3.00,Read,chronic obstructive pulmonary disease monitoring verb invite,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,42258,Chronic pulmonary disease
9Oi4.00,Read,chronic obstructive pulmonary disease monitor phone invite,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,38074,Chronic pulmonary disease
9Om..00,Read,stroke/transient ischaemic attack monitoring administration,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,31218,Cerebrovascular disease
9Om0.00,Read,stroke/transient ischaemic attack monitoring first letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,28753,Cerebrovascular disease
9Om1.00,Read,stroke/transient ischaemic attack monitoring second letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34245,Cerebrovascular disease
9Om2.00,Read,stroke/transient ischaemic attack monitoring third letter,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,34375,Cerebrovascular disease
9Om3.00,Read,stroke/transient ischaemic attack monitoring verbal invitati,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,51465,Cerebrovascular disease
9Om4.00,Read,stroke/transient ischaemic attack monitoring telephone invte,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,89913,Cerebrovascular disease
9Ow1.00,Read,Bowel cancer detected by national screening programme,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,94000,"Any tumour, leukaemia, lymphoma"
A3A0F00,Read,gas gangrene-foot,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,72632,PVD
A702.00,Read,viral hepatitis b with coma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69053,Moderate/severe liver disease
A702000,Read,acute hep b with delta-agent (coinfection) with hep coma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,44163,Moderate/severe liver disease
A703.00,Read,viral (serum) hepatitis b,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2860,Mild liver disease
A704.00,Read,other specified viral hepatitis with coma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,69552,Moderate/severe liver disease
A704000,Read,viral hepatitis c with coma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,65050,Moderate/severe liver disease
A704z00,Read,other specified viral hepatitis with hepatic coma nos,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,89587,Moderate/severe liver disease
A706.00,Read,unspecified viral hepatitis with coma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,111975,Moderate/severe liver disease
A707.00,Read,chronic viral hepatitis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,26367,Moderate/severe liver disease
A707000,Read,chronic viral hepatitis b with delta-agent,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,24813,Mild liver disease
A707100,Read,chronic viral hepatitis b without delta-agent,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,41096,Mild liver disease
A707200,Read,chronic viral hepatitis c,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,30586,Mild liver disease
A707300,Read,chronic viral hepatitis b,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106642,Mild liver disease
A707X00,Read,chronic viral hepatitis; unspecified,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,32277,Mild liver disease
A708.00,Read,viral hepatitis with hepatic coma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,111976,Moderate/severe liver disease
A709.00,Read,viral hepatitis without hepatic coma,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,106017,Mild liver disease
A70z000,Read,hepatitis c,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,2413,Mild liver disease
A786.00,Read,haemorrhagic nephrosonephritis,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,67197,Moderate or severe renal disease
A788.00,Read,acquired immune deficiency syndrome,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,23770,HIV/AIDS
A788000,Read,acute human immunodeficiency virus infection,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58857,HIV/AIDS
A788100,Read,asymptomatic human immunodeficiency virus infection,diagnostic,1047 - res195: Comorbidity (CCI) - GOLD,2022-08-15,58859,HIV/AIDS
